1754597482.929498 server started (12723): version next-3.6, socket /tmp/tmux-0/default, protocol 8
1754597482.929505 on FreeBSD 14.3-RELEASE FreeBSD 14.3-RELEASE releng/14.3-n271432-8c9ce319fef7 GENERIC
1754597482.929509 using libevent 2.1.12-stable poll
1754597482.929512 using ncurses 6.5 20240427
1754597482.930045 input_key_build: 0x200000010e27e (KP3[K]) is \033Os
1754597482.930049 input_key_build: 0x200000010e27f (KPEnter[K]) is \033OM
1754597482.930052 input_key_build: 0x200000010e280 (KP0[K]) is \033Op
1754597482.930055 input_key_build: 0x200000010e281 (KP.[K]) is \033On
1754597482.930082 input_key_build: 0x400000010e26e (Up[C]) is \033OA
1754597482.930086 input_key_build: 0x400000010e26f (Down[C]) is \033OB
1754597482.930089 input_key_build: 0x400000010e270 (Left[C]) is \033OD
1754597482.930092 input_key_build: 0x400000010e271 (Right[C]) is \033OC
1754597482.930096 input_key_build: 0x800000010e003 (PasteStart[I]) is \033[200~
1754597482.930099 input_key_build: 0x800000010e004 (PasteEnd[I]) is \033[201~
1754597482.930102 input_key_build: 0x810000010e25b (M-F1[I]) is \033[1;3P
1754597482.930107 input_key_build: 0x810000010e25c (M-F2[I]) is \033[1;3Q
1754597482.930110 input_key_build: 0x810000010e25d (M-F3[I]) is \033[1;3R
1754597482.930113 input_key_build: 0x810000010e25e (M-F4[I]) is \033[1;3S
1754597482.930116 input_key_build: 0x810000010e25f (M-F5[I]) is \033[15;3~
1754597482.930119 input_key_build: 0x810000010e260 (M-F6[I]) is \033[17;3~
1754597482.930122 input_key_build: 0x810000010e261 (M-F7[I]) is \033[18;3~
1754597482.930125 input_key_build: 0x810000010e262 (M-F8[I]) is \033[19;3~
1754597482.930129 input_key_build: 0x810000010e263 (M-F9[I]) is \033[20;3~
1754597482.930132 input_key_build: 0x810000010e264 (M-F10[I]) is \033[21;3~
1754597482.930135 input_key_build: 0x810000010e265 (M-F11[I]) is \033[23;3~
1754597482.930138 input_key_build: 0x810000010e266 (M-F12[I]) is \033[24;3~
1754597482.930142 input_key_build: 0x810000010e267 (M-IC[I]) is \033[2;3~
1754597482.930145 input_key_build: 0x810000010e268 (M-DC[I]) is \033[3;3~
1754597482.930148 input_key_build: 0x810000010e269 (M-Home[I]) is \033[1;3H
1754597482.930159 input_key_build: 0x810000010e26a (M-End[I]) is \033[1;3F
1754597482.930162 input_key_build: 0x810000010e26b (M-NPage[I]) is \033[6;3~
1754597482.930165 input_key_build: 0x810000010e26c (M-PPage[I]) is \033[5;3~
1754597482.930168 input_key_build: 0x810000010e26e (M-Up[I]) is \033[1;3A
1754597482.930172 input_key_build: 0x810000010e26f (M-Down[I]) is \033[1;3B
1754597482.930175 input_key_build: 0x810000010e270 (M-Left[I]) is \033[1;3D
1754597482.930187 input_key_build: 0x810000010e271 (M-Right[I]) is \033[1;3C
1754597482.930190 input_key_build: 0x830000010e25b (C-M-F1[I]) is \033[1;7P
1754597482.930194 input_key_build: 0x830000010e25c (C-M-F2[I]) is \033[1;7Q
1754597482.930197 input_key_build: 0x830000010e25d (C-M-F3[I]) is \033[1;7R
1754597482.930200 input_key_build: 0x830000010e25e (C-M-F4[I]) is \033[1;7S
1754597482.930203 input_key_build: 0x830000010e25f (C-M-F5[I]) is \033[15;7~
1754597482.930206 input_key_build: 0x830000010e260 (C-M-F6[I]) is \033[17;7~
1754597482.930211 input_key_build: 0x830000010e261 (C-M-F7[I]) is \033[18;7~
1754597482.930214 input_key_build: 0x830000010e262 (C-M-F8[I]) is \033[19;7~
1754597482.930217 input_key_build: 0x830000010e263 (C-M-F9[I]) is \033[20;7~
1754597482.930220 input_key_build: 0x830000010e264 (C-M-F10[I]) is \033[21;7~
1754597482.930224 input_key_build: 0x830000010e265 (C-M-F11[I]) is \033[23;7~
1754597482.930227 input_key_build: 0x830000010e266 (C-M-F12[I]) is \033[24;7~
1754597482.930230 input_key_build: 0x830000010e267 (C-M-IC[I]) is \033[2;7~
1754597482.930234 input_key_build: 0x830000010e268 (C-M-DC[I]) is \033[3;7~
1754597482.930238 input_key_build: 0x830000010e269 (C-M-Home[I]) is \033[1;7H
1754597482.930241 input_key_build: 0x830000010e26a (C-M-End[I]) is \033[1;7F
1754597482.930244 input_key_build: 0x830000010e26b (C-M-NPage[I]) is \033[6;7~
1754597482.930247 input_key_build: 0x830000010e26c (C-M-PPage[I]) is \033[5;7~
1754597482.930250 input_key_build: 0x830000010e26e (C-M-Up[I]) is \033[1;7A
1754597482.930262 input_key_build: 0x830000010e26f (C-M-Down[I]) is \033[1;7B
1754597482.930266 input_key_build: 0x830000010e270 (C-M-Left[I]) is \033[1;7D
1754597482.930269 input_key_build: 0x830000010e271 (C-M-Right[I]) is \033[1;7C
1754597482.930272 input_key_build: 0x850000010e25b (M-S-F1[I]) is \033[1;4P
1754597482.930276 input_key_build: 0x850000010e25c (M-S-F2[I]) is \033[1;4Q
1754597482.930279 input_key_build: 0x850000010e25d (M-S-F3[I]) is \033[1;4R
1754597482.930282 input_key_build: 0x850000010e25e (M-S-F4[I]) is \033[1;4S
1754597482.930288 input_key_build: 0x850000010e25f (M-S-F5[I]) is \033[15;4~
1754597482.930291 input_key_build: 0x850000010e260 (M-S-F6[I]) is \033[17;4~
1754597482.930294 input_key_build: 0x850000010e261 (M-S-F7[I]) is \033[18;4~
1754597482.930298 input_key_build: 0x850000010e262 (M-S-F8[I]) is \033[19;4~
1754597482.930301 input_key_build: 0x850000010e263 (M-S-F9[I]) is \033[20;4~
1754597482.930304 input_key_build: 0x850000010e264 (M-S-F10[I]) is \033[21;4~
1754597482.930307 input_key_build: 0x850000010e265 (M-S-F11[I]) is \033[23;4~
1754597482.930312 input_key_build: 0x850000010e266 (M-S-F12[I]) is \033[24;4~
1754597482.930315 input_key_build: 0x850000010e267 (M-S-IC[I]) is \033[2;4~
1754597482.930318 input_key_build: 0x850000010e268 (M-S-DC[I]) is \033[3;4~
1754597482.930322 input_key_build: 0x850000010e269 (M-S-Home[I]) is \033[1;4H
1754597482.930325 input_key_build: 0x850000010e26a (M-S-End[I]) is \033[1;4F
1754597482.930328 input_key_build: 0x850000010e26b (M-S-NPage[I]) is \033[6;4~
1754597482.930332 input_key_build: 0x850000010e26c (M-S-PPage[I]) is \033[5;4~
1754597482.930336 input_key_build: 0x850000010e26e (M-S-Up[I]) is \033[1;4A
1754597482.930339 input_key_build: 0x850000010e26f (M-S-Down[I]) is \033[1;4B
1754597482.930342 input_key_build: 0x850000010e270 (M-S-Left[I]) is \033[1;4D
1754597482.930345 input_key_build: 0x850000010e271 (M-S-Right[I]) is \033[1;4C
1754597482.930348 input_key_build: 0x870000010e25b (C-M-S-F1[I]) is \033[1;8P
1754597482.930351 input_key_build: 0x870000010e25c (C-M-S-F2[I]) is \033[1;8Q
1754597482.930357 input_key_build: 0x870000010e25d (C-M-S-F3[I]) is \033[1;8R
1754597482.930360 input_key_build: 0x870000010e25e (C-M-S-F4[I]) is \033[1;8S
1754597482.930363 input_key_build: 0x870000010e25f (C-M-S-F5[I]) is \033[15;8~
1754597482.930366 input_key_build: 0x870000010e260 (C-M-S-F6[I]) is \033[17;8~
1754597482.930369 input_key_build: 0x870000010e261 (C-M-S-F7[I]) is \033[18;8~
1754597482.930372 input_key_build: 0x870000010e262 (C-M-S-F8[I]) is \033[19;8~
1754597482.930378 input_key_build: 0x870000010e263 (C-M-S-F9[I]) is \033[20;8~
1754597482.930381 input_key_build: 0x870000010e264 (C-M-S-F10[I]) is \033[21;8~
1754597482.930385 input_key_build: 0x870000010e265 (C-M-S-F11[I]) is \033[23;8~
1754597482.930388 input_key_build: 0x870000010e266 (C-M-S-F12[I]) is \033[24;8~
1754597482.930391 input_key_build: 0x870000010e267 (C-M-S-IC[I]) is \033[2;8~
1754597482.930395 input_key_build: 0x870000010e268 (C-M-S-DC[I]) is \033[3;8~
1754597482.930398 input_key_build: 0x870000010e269 (C-M-S-Home[I]) is \033[1;8H
1754597482.930403 input_key_build: 0x870000010e26a (C-M-S-End[I]) is \033[1;8F
1754597482.930406 input_key_build: 0x870000010e26b (C-M-S-NPage[I]) is \033[6;8~
1754597482.930410 input_key_build: 0x870000010e26c (C-M-S-PPage[I]) is \033[5;8~
1754597482.930413 input_key_build: 0x870000010e26e (C-M-S-Up[I]) is \033[1;8A
1754597482.930416 input_key_build: 0x870000010e26f (C-M-S-Down[I]) is \033[1;8B
1754597482.930420 input_key_build: 0x870000010e270 (C-M-S-Left[I]) is \033[1;8D
1754597482.930424 input_key_build: 0x870000010e271 (C-M-S-Right[I]) is \033[1;8C
1754597482.930450 yylex_token: end at WS
1754597482.930453 yylex_token: bind
1754597482.930456 yylex_token: end at WS
1754597482.930459 yylex_token: -N
1754597482.930462 yylex_token: end at WS
1754597482.930465 yylex_token: Send the prefix key
1754597482.930468 yylex_token: end at WS
1754597482.930471 yylex_token: C-b
1754597482.930474 yylex_token: end at WS
1754597482.930476 yylex_token: send-prefix
1754597482.930483 cmd_parse_build_commands 0:0: bind
1754597482.930486 cmd_parse_build_commands 0:1: -N
1754597482.930489 cmd_parse_build_commands 0:2: Send the prefix key
1754597482.930492 cmd_parse_build_commands 0:3: C-b
1754597482.930495 cmd_parse_build_commands 0:4 0:0: send-prefix
1754597482.930501 cmd_parse_build_commands 0:0: send-prefix
1754597482.930507 args_parse: flags end at 1 of 1
1754597482.930510 cmd_parse_build_commands: send-prefix
1754597482.930513 args_parse_flags: next -N
1754597482.930517 args_parse_flag_argument: -N = Send the prefix key
1754597482.930523 args_parse_flags: next C-b
1754597482.930526 args_parse: flags end at 3 of 5
1754597482.930529 args_parse: 3 = C-b (type STRING)
1754597482.930533 args_parse: 4 = send-prefix (type COMMANDS)
1754597482.930541 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1754597482.930546 cmdq_get_command: [bind-key/0x2a743e0ab400] group 6
1754597482.930549 cmdq_append <global>: [bind-key/0x2a743e0ab400]
1754597482.930552 yylex_token: end at WS
1754597482.930556 yylex_token: bind
1754597482.930559 yylex_token: end at WS
1754597482.930562 yylex_token: -N
1754597482.930566 yylex_token: end at WS
1754597482.930568 yylex_token: Rotate through the panes
1754597482.930571 yylex_token: end at WS
1754597482.930574 yylex_token: C-o
1754597482.930577 yylex_token: end at WS
1754597482.930579 yylex_token: rotate-window
1754597482.930583 cmd_parse_build_commands 0:0: bind
1754597482.930586 cmd_parse_build_commands 0:1: -N
1754597482.930589 cmd_parse_build_commands 0:2: Rotate through the panes
1754597482.930593 cmd_parse_build_commands 0:3: C-o
1754597482.930596 cmd_parse_build_commands 0:4 0:0: rotate-window
1754597482.930600 cmd_parse_build_commands 0:0: rotate-window
1754597482.930604 args_parse: flags end at 1 of 1
1754597482.930607 cmd_parse_build_commands: rotate-window
1754597482.930610 args_parse_flags: next -N
1754597482.930613 args_parse_flag_argument: -N = Rotate through the panes
1754597482.930616 args_parse_flags: next C-o
1754597482.930620 args_parse: flags end at 3 of 5
1754597482.930622 args_parse: 3 = C-o (type STRING)
1754597482.930626 args_parse: 4 = rotate-window (type COMMANDS)
1754597482.930633 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1754597482.930637 cmdq_get_command: [bind-key/0x2a743e0ab500] group 14
1754597482.930640 cmdq_append <global>: [bind-key/0x2a743e0ab500]
1754597482.930643 yylex_token: end at WS
1754597482.930645 yylex_token: bind
1754597482.930648 yylex_token: end at WS
1754597482.930652 yylex_token: -N
1754597482.930656 yylex_token: end at WS
1754597482.930659 yylex_token: Suspend the current client
1754597482.930661 yylex_token: end at WS
1754597482.930664 yylex_token: C-z
1754597482.930667 yylex_token: end at WS
1754597482.930670 yylex_token: suspend-client
1754597482.930673 cmd_parse_build_commands 0:0: bind
1754597482.930676 cmd_parse_build_commands 0:1: -N
1754597482.930679 cmd_parse_build_commands 0:2: Suspend the current client
1754597482.930682 cmd_parse_build_commands 0:3: C-z
1754597482.930686 cmd_parse_build_commands 0:4 0:0: suspend-client
1754597482.930690 cmd_parse_build_commands 0:0: suspend-client
1754597482.930694 args_parse: flags end at 1 of 1
1754597482.930697 cmd_parse_build_commands: suspend-client
1754597482.930700 args_parse_flags: next -N
1754597482.930703 args_parse_flag_argument: -N = Suspend the current client
1754597482.930706 args_parse_flags: next C-z
1754597482.930709 args_parse: flags end at 3 of 5
1754597482.930711 args_parse: 3 = C-z (type STRING)
1754597482.930716 args_parse: 4 = suspend-client (type COMMANDS)
1754597482.930722 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1754597482.930726 cmdq_get_command: [bind-key/0x2a743e0ab600] group 22
1754597482.930729 cmdq_append <global>: [bind-key/0x2a743e0ab600]
1754597482.930732 yylex_token: end at WS
1754597482.930735 yylex_token: bind
1754597482.930737 yylex_token: end at WS
1754597482.930740 yylex_token: -N
1754597482.930743 yylex_token: end at WS
1754597482.930748 yylex_token: Select next layout
1754597482.930752 yylex_token: end at WS
1754597482.930754 yylex_token: Space
1754597482.930757 yylex_token: end at WS
1754597482.930760 yylex_token: next-layout
1754597482.930763 cmd_parse_build_commands 0:0: bind
1754597482.930766 cmd_parse_build_commands 0:1: -N
1754597482.930769 cmd_parse_build_commands 0:2: Select next layout
1754597482.930772 cmd_parse_build_commands 0:3: Space
1754597482.930775 cmd_parse_build_commands 0:4 0:0: next-layout
1754597482.930781 cmd_parse_build_commands 0:0: next-layout
1754597482.930785 args_parse: flags end at 1 of 1
1754597482.930788 cmd_parse_build_commands: next-layout
1754597482.930791 args_parse_flags: next -N
1754597482.930794 args_parse_flag_argument: -N = Select next layout
1754597482.930797 args_parse_flags: next Space
1754597482.930799 args_parse: flags end at 3 of 5
1754597482.930802 args_parse: 3 = Space (type STRING)
1754597482.930805 args_parse: 4 = next-layout (type COMMANDS)
1754597482.930811 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1754597482.930817 cmdq_get_command: [bind-key/0x2a743e0ab700] group 30
1754597482.930820 cmdq_append <global>: [bind-key/0x2a743e0ab700]
1754597482.930823 yylex_token: end at WS
1754597482.930825 yylex_token: bind
1754597482.930828 yylex_token: end at WS
1754597482.930830 yylex_token: -N
1754597482.930834 yylex_token: end at WS
1754597482.930837 yylex_token: Break pane to a new window
1754597482.930840 yylex_token: end at WS
1754597482.930844 yylex_token: !
1754597482.930847 yylex_token: end at WS
1754597482.930849 yylex_token: break-pane
1754597482.930853 cmd_parse_build_commands 0:0: bind
1754597482.930855 cmd_parse_build_commands 0:1: -N
1754597482.930859 cmd_parse_build_commands 0:2: Break pane to a new window
1754597482.930861 cmd_parse_build_commands 0:3: !
1754597482.930864 cmd_parse_build_commands 0:4 0:0: break-pane
1754597482.930868 cmd_parse_build_commands 0:0: break-pane
1754597482.930871 args_parse: flags end at 1 of 1
1754597482.930875 cmd_parse_build_commands: break-pane
1754597482.930878 args_parse_flags: next -N
1754597482.930881 args_parse_flag_argument: -N = Break pane to a new window
1754597482.930884 args_parse_flags: next !
1754597482.930887 args_parse: flags end at 3 of 5
1754597482.930890 args_parse: 3 = ! (type STRING)
1754597482.930893 args_parse: 4 = break-pane (type COMMANDS)
1754597482.930899 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1754597482.930902 cmdq_get_command: [bind-key/0x2a743e0ab800] group 38
1754597482.930906 cmdq_append <global>: [bind-key/0x2a743e0ab800]
1754597482.930909 yylex_token: end at WS
1754597482.930912 yylex_token: bind
1754597482.930914 yylex_token: end at WS
1754597482.930917 yylex_token: -N
1754597482.930921 yylex_token: end at WS
1754597482.930923 yylex_token: Split window vertically
1754597482.930926 yylex_token: end at WS
1754597482.930928 yylex_token: "
1754597482.930932 yylex_token: end at WS
1754597482.930934 yylex_token: split-window
1754597482.930939 cmd_parse_build_commands 0:0: bind
1754597482.930941 cmd_parse_build_commands 0:1: -N
1754597482.930944 cmd_parse_build_commands 0:2: Split window vertically
1754597482.930947 cmd_parse_build_commands 0:3: "
1754597482.930950 cmd_parse_build_commands 0:4 0:0: split-window
1754597482.930953 cmd_parse_build_commands 0:0: split-window
1754597482.930957 args_parse: flags end at 1 of 1
1754597482.930970 cmd_parse_build_commands: split-window
1754597482.930973 args_parse_flags: next -N
1754597482.930976 args_parse_flag_argument: -N = Split window vertically
1754597482.930980 args_parse_flags: next "
1754597482.930983 args_parse: flags end at 3 of 5
1754597482.930985 args_parse: 3 = " (type STRING)
1754597482.930989 args_parse: 4 = split-window (type COMMANDS)
1754597482.930995 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1754597482.930998 cmdq_get_command: [bind-key/0x2a743e0ab900] group 46
1754597482.931001 cmdq_append <global>: [bind-key/0x2a743e0ab900]
1754597482.931018 yylex_token: end at WS
1754597482.931021 yylex_token: bind
1754597482.931023 yylex_token: end at WS
1754597482.931026 yylex_token: -N
1754597482.931030 yylex_token: end at WS
1754597482.931032 yylex_token: List all paste buffers
1754597482.931035 yylex_token: end at WS
1754597482.931038 yylex_token: #
1754597482.931041 yylex_token: end at WS
1754597482.931043 yylex_token: list-buffers
1754597482.931047 cmd_parse_build_commands 0:0: bind
1754597482.931049 cmd_parse_build_commands 0:1: -N
1754597482.931066 cmd_parse_build_commands 0:2: List all paste buffers
1754597482.931069 cmd_parse_build_commands 0:3: #
1754597482.931072 cmd_parse_build_commands 0:4 0:0: list-buffers
1754597482.931076 cmd_parse_build_commands 0:0: list-buffers
1754597482.931079 args_parse: flags end at 1 of 1
1754597482.931082 cmd_parse_build_commands: list-buffers
1754597482.931085 args_parse_flags: next -N
1754597482.931088 args_parse_flag_argument: -N = List all paste buffers
1754597482.931090 args_parse_flags: next #
1754597482.931095 args_parse: flags end at 3 of 5
1754597482.931098 args_parse: 3 = # (type STRING)
1754597482.931101 args_parse: 4 = list-buffers (type COMMANDS)
1754597482.931107 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1754597482.931110 cmdq_get_command: [bind-key/0x2a743e0aba00] group 54
1754597482.931113 cmdq_append <global>: [bind-key/0x2a743e0aba00]
1754597482.931116 yylex_token: end at WS
1754597482.931119 yylex_token: bind
1754597482.931122 yylex_token: end at WS
1754597482.931126 yylex_token: -N
1754597482.931129 yylex_token: end at WS
1754597482.931132 yylex_token: Rename current session
1754597482.931135 yylex_token: end at WS
1754597482.931137 yylex_token: $
1754597482.931140 yylex_token: end at WS
1754597482.931143 yylex_token: command-prompt
1754597482.931146 yylex_token: end at WS
1754597482.931148 yylex_token: -I#S
1754597482.931151 yylex_token: end at WS
1754597482.931154 yylex_token: rename-session
1754597482.931156 yylex_token: end at WS
1754597482.931159 yylex_token: --
1754597482.931163 yylex_token: end at WS
1754597482.931165 yylex_token: %%
1754597482.931169 cmd_parse_build_commands 0:0: bind
