1754595682.318086 server started (7616): version next-3.6, socket /tmp/tmux-0/default, protocol 8
1754595682.318109 on FreeBSD 14.3-RELEASE FreeBSD 14.3-RELEASE releng/14.3-n271432-8c9ce319fef7 GENERIC
1754595682.318119 using libevent 2.1.12-stable poll
1754595682.318128 using ncurses 6.5 20240427
1754595682.319864 input_key_build: 0x810000010e26e (M-Up[I]) is \033[1;3A
1754595682.319873 input_key_build: 0x810000010e26f (M-Down[I]) is \033[1;3B
1754595682.319882 input_key_build: 0x810000010e270 (M-Left[I]) is \033[1;3D
1754595682.319897 input_key_build: 0x810000010e271 (M-Right[I]) is \033[1;3C
1754595682.319906 input_key_build: 0x830000010e25b (C-M-F1[I]) is \033[1;7P
1754595682.319915 input_key_build: 0x830000010e25c (C-M-F2[I]) is \033[1;7Q
1754595682.319924 input_key_build: 0x830000010e25d (C-M-F3[I]) is \033[1;7R
1754595682.319933 input_key_build: 0x830000010e25e (C-M-F4[I]) is \033[1;7S
1754595682.319942 input_key_build: 0x830000010e25f (C-M-F5[I]) is \033[15;7~
1754595682.319951 input_key_build: 0x830000010e260 (C-M-F6[I]) is \033[17;7~
1754595682.319965 input_key_build: 0x830000010e261 (C-M-F7[I]) is \033[18;7~
1754595682.319974 input_key_build: 0x830000010e262 (C-M-F8[I]) is \033[19;7~
1754595682.319984 input_key_build: 0x830000010e263 (C-M-F9[I]) is \033[20;7~
1754595682.319993 input_key_build: 0x830000010e264 (C-M-F10[I]) is \033[21;7~
1754595682.320002 input_key_build: 0x830000010e265 (C-M-F11[I]) is \033[23;7~
1754595682.320010 input_key_build: 0x830000010e266 (C-M-F12[I]) is \033[24;7~
1754595682.320020 input_key_build: 0x830000010e267 (C-M-IC[I]) is \033[2;7~
1754595682.320037 input_key_build: 0x830000010e268 (C-M-DC[I]) is \033[3;7~
1754595682.320052 input_key_build: 0x830000010e269 (C-M-Home[I]) is \033[1;7H
1754595682.320062 input_key_build: 0x830000010e26a (C-M-End[I]) is \033[1;7F
1754595682.320071 input_key_build: 0x830000010e26b (C-M-NPage[I]) is \033[6;7~
1754595682.320080 input_key_build: 0x830000010e26c (C-M-PPage[I]) is \033[5;7~
1754595682.320089 input_key_build: 0x830000010e26e (C-M-Up[I]) is \033[1;7A
1754595682.320105 input_key_build: 0x830000010e26f (C-M-Down[I]) is \033[1;7B
1754595682.320114 input_key_build: 0x830000010e270 (C-M-Left[I]) is \033[1;7D
1754595682.320123 input_key_build: 0x830000010e271 (C-M-Right[I]) is \033[1;7C
1754595682.320132 input_key_build: 0x850000010e25b (M-S-F1[I]) is \033[1;4P
1754595682.320141 input_key_build: 0x850000010e25c (M-S-F2[I]) is \033[1;4Q
1754595682.320150 input_key_build: 0x850000010e25d (M-S-F3[I]) is \033[1;4R
1754595682.320159 input_key_build: 0x850000010e25e (M-S-F4[I]) is \033[1;4S
1754595682.320174 input_key_build: 0x850000010e25f (M-S-F5[I]) is \033[15;4~
1754595682.320184 input_key_build: 0x850000010e260 (M-S-F6[I]) is \033[17;4~
1754595682.320193 input_key_build: 0x850000010e261 (M-S-F7[I]) is \033[18;4~
1754595682.320202 input_key_build: 0x850000010e262 (M-S-F8[I]) is \033[19;4~
1754595682.320211 input_key_build: 0x850000010e263 (M-S-F9[I]) is \033[20;4~
1754595682.320220 input_key_build: 0x850000010e264 (M-S-F10[I]) is \033[21;4~
1754595682.320229 input_key_build: 0x850000010e265 (M-S-F11[I]) is \033[23;4~
1754595682.320243 input_key_build: 0x850000010e266 (M-S-F12[I]) is \033[24;4~
1754595682.320253 input_key_build: 0x850000010e267 (M-S-IC[I]) is \033[2;4~
1754595682.320262 input_key_build: 0x850000010e268 (M-S-DC[I]) is \033[3;4~
1754595682.320271 input_key_build: 0x850000010e269 (M-S-Home[I]) is \033[1;4H
1754595682.320280 input_key_build: 0x850000010e26a (M-S-End[I]) is \033[1;4F
1754595682.320289 input_key_build: 0x850000010e26b (M-S-NPage[I]) is \033[6;4~
1754595682.320303 input_key_build: 0x850000010e26c (M-S-PPage[I]) is \033[5;4~
1754595682.320312 input_key_build: 0x850000010e26e (M-S-Up[I]) is \033[1;4A
1754595682.320321 input_key_build: 0x850000010e26f (M-S-Down[I]) is \033[1;4B
1754595682.320330 input_key_build: 0x850000010e270 (M-S-Left[I]) is \033[1;4D
1754595682.320340 input_key_build: 0x850000010e271 (M-S-Right[I]) is \033[1;4C
1754595682.320349 input_key_build: 0x870000010e25b (C-M-S-F1[I]) is \033[1;8P
1754595682.320358 input_key_build: 0x870000010e25c (C-M-S-F2[I]) is \033[1;8Q
1754595682.320374 input_key_build: 0x870000010e25d (C-M-S-F3[I]) is \033[1;8R
1754595682.320383 input_key_build: 0x870000010e25e (C-M-S-F4[I]) is \033[1;8S
1754595682.320392 input_key_build: 0x870000010e25f (C-M-S-F5[I]) is \033[15;8~
1754595682.320401 input_key_build: 0x870000010e260 (C-M-S-F6[I]) is \033[17;8~
1754595682.320410 input_key_build: 0x870000010e261 (C-M-S-F7[I]) is \033[18;8~
1754595682.320419 input_key_build: 0x870000010e262 (C-M-S-F8[I]) is \033[19;8~
1754595682.320434 input_key_build: 0x870000010e263 (C-M-S-F9[I]) is \033[20;8~
1754595682.320443 input_key_build: 0x870000010e264 (C-M-S-F10[I]) is \033[21;8~
1754595682.320452 input_key_build: 0x870000010e265 (C-M-S-F11[I]) is \033[23;8~
1754595682.320461 input_key_build: 0x870000010e266 (C-M-S-F12[I]) is \033[24;8~
1754595682.320470 input_key_build: 0x870000010e267 (C-M-S-IC[I]) is \033[2;8~
1754595682.320479 input_key_build: 0x870000010e268 (C-M-S-DC[I]) is \033[3;8~
1754595682.320489 input_key_build: 0x870000010e269 (C-M-S-Home[I]) is \033[1;8H
1754595682.320503 input_key_build: 0x870000010e26a (C-M-S-End[I]) is \033[1;8F
1754595682.320512 input_key_build: 0x870000010e26b (C-M-S-NPage[I]) is \033[6;8~
1754595682.320521 input_key_build: 0x870000010e26c (C-M-S-PPage[I]) is \033[5;8~
1754595682.320530 input_key_build: 0x870000010e26e (C-M-S-Up[I]) is \033[1;8A
1754595682.320540 input_key_build: 0x870000010e26f (C-M-S-Down[I]) is \033[1;8B
1754595682.320549 input_key_build: 0x870000010e270 (C-M-S-Left[I]) is \033[1;8D
1754595682.320563 input_key_build: 0x870000010e271 (C-M-S-Right[I]) is \033[1;8C
1754595682.320608 yylex_token: end at WS
1754595682.320618 yylex_token: bind
1754595682.320627 yylex_token: end at WS
1754595682.320635 yylex_token: -N
1754595682.320647 yylex_token: end at WS
1754595682.320655 yylex_token: Send the prefix key
1754595682.320664 yylex_token: end at WS
1754595682.320672 yylex_token: C-b
1754595682.320682 yylex_token: end at WS
1754595682.320690 yylex_token: send-prefix
1754595682.320732 cmd_parse_build_commands 0:0: bind
1754595682.320742 cmd_parse_build_commands 0:1: -N
1754595682.320751 cmd_parse_build_commands 0:2: Send the prefix key
1754595682.320759 cmd_parse_build_commands 0:3: C-b
1754595682.320769 cmd_parse_build_commands 0:4 0:0: send-prefix
1754595682.320786 cmd_parse_build_commands 0:0: send-prefix
1754595682.320802 args_parse: flags end at 1 of 1
1754595682.320814 cmd_parse_build_commands: send-prefix
1754595682.320823 args_parse_flags: next -N
1754595682.320833 args_parse_flag_argument: -N = Send the prefix key
1754595682.320848 args_parse_flags: next C-b
1754595682.320857 args_parse: flags end at 3 of 5
1754595682.320866 args_parse: 3 = C-b (type STRING)
1754595682.320877 args_parse: 4 = send-prefix (type COMMANDS)
1754595682.320899 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1754595682.320914 cmdq_get_command: [bind-key/0x24f55feab400] group 6
1754595682.320924 cmdq_append <global>: [bind-key/0x24f55feab400]
1754595682.320934 yylex_token: end at WS
1754595682.320947 yylex_token: bind
1754595682.320956 yylex_token: end at WS
1754595682.320964 yylex_token: -N
1754595682.320975 yylex_token: end at WS
1754595682.320983 yylex_token: Rotate through the panes
1754595682.320992 yylex_token: end at WS
1754595682.321000 yylex_token: C-o
1754595682.321010 yylex_token: end at WS
1754595682.321018 yylex_token: rotate-window
1754595682.321029 cmd_parse_build_commands 0:0: bind
1754595682.321037 cmd_parse_build_commands 0:1: -N
1754595682.321046 cmd_parse_build_commands 0:2: Rotate through the panes
1754595682.321059 cmd_parse_build_commands 0:3: C-o
1754595682.321068 cmd_parse_build_commands 0:4 0:0: rotate-window
1754595682.321079 cmd_parse_build_commands 0:0: rotate-window
1754595682.321091 args_parse: flags end at 1 of 1
1754595682.321101 cmd_parse_build_commands: rotate-window
1754595682.321109 args_parse_flags: next -N
1754595682.321119 args_parse_flag_argument: -N = Rotate through the panes
1754595682.321127 args_parse_flags: next C-o
1754595682.321140 args_parse: flags end at 3 of 5
1754595682.321149 args_parse: 3 = C-o (type STRING)
1754595682.321158 args_parse: 4 = rotate-window (type COMMANDS)
1754595682.321177 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1754595682.321188 cmdq_get_command: [bind-key/0x24f55feab500] group 14
1754595682.321197 cmdq_append <global>: [bind-key/0x24f55feab500]
1754595682.321206 yylex_token: end at WS
1754595682.321214 yylex_token: bind
1754595682.321223 yylex_token: end at WS
1754595682.321235 yylex_token: -N
1754595682.321247 yylex_token: end at WS
1754595682.321255 yylex_token: Suspend the current client
1754595682.321264 yylex_token: end at WS
1754595682.321272 yylex_token: C-z
1754595682.321282 yylex_token: end at WS
1754595682.321290 yylex_token: suspend-client
1754595682.321300 cmd_parse_build_commands 0:0: bind
1754595682.321309 cmd_parse_build_commands 0:1: -N
1754595682.321317 cmd_parse_build_commands 0:2: Suspend the current client
1754595682.321326 cmd_parse_build_commands 0:3: C-z
1754595682.321340 cmd_parse_build_commands 0:4 0:0: suspend-client
1754595682.321350 cmd_parse_build_commands 0:0: suspend-client
1754595682.321362 args_parse: flags end at 1 of 1
1754595682.321372 cmd_parse_build_commands: suspend-client
1754595682.321380 args_parse_flags: next -N
1754595682.321389 args_parse_flag_argument: -N = Suspend the current client
1754595682.321397 args_parse_flags: next C-z
1754595682.321405 args_parse: flags end at 3 of 5
1754595682.321414 args_parse: 3 = C-z (type STRING)
1754595682.321428 args_parse: 4 = suspend-client (type COMMANDS)
1754595682.321446 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1754595682.321456 cmdq_get_command: [bind-key/0x24f55feab600] group 22
1754595682.321465 cmdq_append <global>: [bind-key/0x24f55feab600]
1754595682.321474 yylex_token: end at WS
1754595682.321482 yylex_token: bind
1754595682.321491 yylex_token: end at WS
1754595682.321499 yylex_token: -N
1754595682.321509 yylex_token: end at WS
1754595682.321524 yylex_token: Select next layout
1754595682.321532 yylex_token: end at WS
1754595682.321541 yylex_token: Space
1754595682.321550 yylex_token: end at WS
1754595682.321559 yylex_token: next-layout
1754595682.321568 cmd_parse_build_commands 0:0: bind
1754595682.321577 cmd_parse_build_commands 0:1: -N
1754595682.321586 cmd_parse_build_commands 0:2: Select next layout
1754595682.321594 cmd_parse_build_commands 0:3: Space
1754595682.321603 cmd_parse_build_commands 0:4 0:0: next-layout
1754595682.321619 cmd_parse_build_commands 0:0: next-layout
1754595682.321630 args_parse: flags end at 1 of 1
1754595682.321639 cmd_parse_build_commands: next-layout
1754595682.321647 args_parse_flags: next -N
1754595682.321656 args_parse_flag_argument: -N = Select next layout
1754595682.321665 args_parse_flags: next Space
1754595682.321673 args_parse: flags end at 3 of 5
1754595682.321682 args_parse: 3 = Space (type STRING)
1754595682.321691 args_parse: 4 = next-layout (type COMMANDS)
1754595682.321718 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1754595682.321734 cmdq_get_command: [bind-key/0x24f55feab700] group 30
1754595682.321743 cmdq_append <global>: [bind-key/0x24f55feab700]
1754595682.321752 yylex_token: end at WS
1754595682.321760 yylex_token: bind
1754595682.321769 yylex_token: end at WS
1754595682.321777 yylex_token: -N
1754595682.321788 yylex_token: end at WS
1754595682.321797 yylex_token: Break pane to a new window
1754595682.321805 yylex_token: end at WS
1754595682.321817 yylex_token: !
1754595682.321827 yylex_token: end at WS
1754595682.321835 yylex_token: break-pane
1754595682.321844 cmd_parse_build_commands 0:0: bind
1754595682.321853 cmd_parse_build_commands 0:1: -N
1754595682.321862 cmd_parse_build_commands 0:2: Break pane to a new window
1754595682.321870 cmd_parse_build_commands 0:3: !
1754595682.321880 cmd_parse_build_commands 0:4 0:0: break-pane
1754595682.321890 cmd_parse_build_commands 0:0: break-pane
1754595682.321899 args_parse: flags end at 1 of 1
1754595682.321913 cmd_parse_build_commands: break-pane
1754595682.321922 args_parse_flags: next -N
1754595682.321931 args_parse_flag_argument: -N = Break pane to a new window
1754595682.321939 args_parse_flags: next !
1754595682.321947 args_parse: flags end at 3 of 5
1754595682.321956 args_parse: 3 = ! (type STRING)
1754595682.321966 args_parse: 4 = break-pane (type COMMANDS)
1754595682.321982 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1754595682.321995 cmdq_get_command: [bind-key/0x24f55feab800] group 38
1754595682.322015 cmdq_append <global>: [bind-key/0x24f55feab800]
1754595682.322029 yylex_token: end at WS
1754595682.322043 yylex_token: bind
1754595682.322057 yylex_token: end at WS
1754595682.322083 yylex_token: -N
1754595682.322100 yylex_token: end at WS
1754595682.322109 yylex_token: Split window vertically
1754595682.322117 yylex_token: end at WS
1754595682.322126 yylex_token: "
1754595682.322135 yylex_token: end at WS
1754595682.322143 yylex_token: split-window
1754595682.322158 cmd_parse_build_commands 0:0: bind
1754595682.322167 cmd_parse_build_commands 0:1: -N
1754595682.322175 cmd_parse_build_commands 0:2: Split window vertically
1754595682.322184 cmd_parse_build_commands 0:3: "
1754595682.322193 cmd_parse_build_commands 0:4 0:0: split-window
1754595682.322206 cmd_parse_build_commands 0:0: split-window
1754595682.322226 args_parse: flags end at 1 of 1
1754595682.322243 cmd_parse_build_commands: split-window
1754595682.322252 args_parse_flags: next -N
1754595682.322261 args_parse_flag_argument: -N = Split window vertically
1754595682.322274 args_parse_flags: next "
1754595682.322283 args_parse: flags end at 3 of 5
1754595682.322291 args_parse: 3 = " (type STRING)
1754595682.322301 args_parse: 4 = split-window (type COMMANDS)
1754595682.322318 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1754595682.322328 cmdq_get_command: [bind-key/0x24f55feab900] group 46
1754595682.322337 cmdq_append <global>: [bind-key/0x24f55feab900]
1754595682.322358 yylex_token: end at WS
1754595682.322370 yylex_token: bind
1754595682.322379 yylex_token: end at WS
1754595682.322387 yylex_token: -N
1754595682.322398 yylex_token: end at WS
1754595682.322406 yylex_token: List all paste buffers
1754595682.322415 yylex_token: end at WS
1754595682.322423 yylex_token: #
1754595682.322432 yylex_token: end at WS
1754595682.322441 yylex_token: list-buffers
1754595682.322451 cmd_parse_build_commands 0:0: bind
1754595682.322459 cmd_parse_build_commands 0:1: -N
1754595682.322512 cmd_parse_build_commands 0:2: List all paste buffers
1754595682.322521 cmd_parse_build_commands 0:3: #
1754595682.322531 cmd_parse_build_commands 0:4 0:0: list-buffers
1754595682.322542 cmd_parse_build_commands 0:0: list-buffers
1754595682.322553 args_parse: flags end at 1 of 1
1754595682.322563 cmd_parse_build_commands: list-buffers
1754595682.322571 args_parse_flags: next -N
1754595682.322580 args_parse_flag_argument: -N = List all paste buffers
1754595682.322589 args_parse_flags: next #
1754595682.322603 args_parse: flags end at 3 of 5
1754595682.322612 args_parse: 3 = # (type STRING)
1754595682.322621 args_parse: 4 = list-buffers (type COMMANDS)
1754595682.322638 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1754595682.322648 cmdq_get_command: [bind-key/0x24f55feaba00] group 54
1754595682.322657 cmdq_append <global>: [bind-key/0x24f55feaba00]
1754595682.322666 yylex_token: end at WS
1754595682.322674 yylex_token: bind
1754595682.322683 yylex_token: end at WS
1754595682.322696 yylex_token: -N
1754595682.322729 yylex_token: end at WS
1754595682.322743 yylex_token: Rename current session
1754595682.322756 yylex_token: end at WS
1754595682.322769 yylex_token: $
1754595682.322785 yylex_token: end at WS
1754595682.322799 yylex_token: command-prompt
1754595682.322811 yylex_token: end at WS
1754595682.322819 yylex_token: -I#S
1754595682.322829 yylex_token: end at WS
1754595682.322837 yylex_token: rename-session
1754595682.322845 yylex_token: end at WS
1754595682.322853 yylex_token: --
1754595682.322867 yylex_token: end at WS
1754595682.322875 yylex_token: %%
1754595682.322886 cmd_parse_build_commands 0:0: bind
1754595682.322895 cmd_parse_build_commands 0:1: -N
